종목명,항목,내용
전자기능장,개요,전자산업에 우수한 기술인력을 공급하고자 전자기기에 대한 지식과 숙련기능을 겸비한  전문 인력을 양성하고자 자격제도 제정. 
전자기능장,변천과정,1974년 신설. 
전자기능장,위 자격취득자에 대한 법령상 우대현황,▣ 경비업법 □ 동법 제3조 (허가신청 등) ▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 고등학교 졸업학력 검정고시 규칙  □ 동규칙 제12조 (과목면제)   ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청) ▣ 국외유학에 관한 규정 □ 동 규정 제5조 (자비유학자격) ▣ 국가과학기술 경쟁력강화를 위한 이공계지원특별법 □ 동법 시행령 제20조 (연구기획평가사의 자격시험) ▣ 국가공무원법 □ 동법  제36조의2 (채용시험의 가점) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법 □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙 □ 동규칙 제26조 (취업승인) ▣ 기능대학법 □ 동법 시행령 제10조 (다기능기술자과정의 학생선발방법) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조(국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제21조 (근로자의 자율적 직업능력개발 지원)  □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률 □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법 □ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>) □ 동법 제39조 (전역보류) ▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등) ▣ 기능장려법 □ 동법 제10조 (창업자금 대부) □ 동법 시행령 제3조 (영업의 우선적 인·허가 등)  
전자기능장,취득방법,"① 시 행 처 : 한국산업인력공단② 관련학과 : 실업계 고등학교의 전자과, 전자제어과, 전자기계과, 전자응용과,                제어계측과 등 관련학과③ 시험과목   - 필기 : 전자기기, 전자응용, 제어시스템, 전자공학, 마이크로프로세서응용,             공업경영에 관한 사항   - 실기 : 전자기기 실무④ 검정방법   - 필기 : 4지택일형, 객관식 60문항(60분)   - 실기 : 작업형(7시간)⑤ 합격기준   - 필기·실기 : 100점을 만점으로 하여 60점 이상 "
전자기능장,진로 및 전망,"- 전자제품 및 기기제조업체의 제품생산감독, 전자제품 관련 서비스센터 수리·보수관   련 작업감독으로 취업하거나 계측기기 제조업체, 건설회사의 계전 및 계측기기 부   서, 데이터통신업무를 운용하는 업체, 컴퓨터시스템으로 웅용하는 업체, 자동차 및    비행기제조업체, 공공기관 등에 진출할 수 있다.  그리고 일부는 작업능력개발훈련교   사로 활동하기도 한다. - 정보화의 진전과 정보통신산업의 발달로 전자기술분야는 거의 모든 분야에 영향을 미   친다고 할 수 있어 관련분야에서 고도의 지식과 실무경험을 소지한 전문가의 수요는    꾸준할 전망이다.  자격증 취득 후에는 현장에서 최고의 숙련기능인으로서의 대우를    받을 수 있으며 「정보통신공사업법」에 의해 감리원, 정보통신기술사 등으로 활동하   기도 한다."
전자기능장,실시기관명,한국산업인력공단 
전자기능장,실시기관 홈페이지,http://www.q-net.or.kr
전자기능장,수행직무,"전자기기에 관한 최상급 숙련기능을 갖고 산업현장에서 작업관리, 전기 및 전기기기 기 능자의 지도 및 감독, 현장훈련, 경영층과 생산계층을 유기적으로 결합시켜주는 현장 의 중간관리 등의 업무 수행. "
전자기사,진로 및 전망,"- 가전제품생산업체, 통신장비생산업체, 음향기기 및 방송장비 생산업체, 컴퓨터·사무   자동화기기관련장비 제조업체, 전자제품수리전문업체 등 전자제품이 이용되는 관련분   야로 진출할 수 있다. 또한 일부는 전동차, 비행기, 선박 등의 검사요원으로 활동하   기도 한다. - 전자산업은 일반 가전제품에서부터 컴퓨터, 통신장비, 항공우주산업분야 등 가공 최   첨단 장비에 이르기까지 적용범위가 광범위하여 모든 산업의 기초산업이라고 할 수    있다.  그러므로 해당분야의 전문기술자의 수요는 꾸준할 것으로 예상되는데 전자기   사 역시 여타의 전자관련 전문가와 마찬가지로 진출분야가 상당히 넓은 편으로 자격   증 취득시 취업이 유리한 편이다."
전자기사,실시기관명,한국산업인력공단 
전자기사,취득방법,"① 시 행 처 : 한국산업인력공단② 관련학과 : 대학의 전자공학, 전자물리학, 전자계산학, 전자전기공학 등 관련학과③ 시험과목    - 필기     1. 전기자기학    2. 회로이론     3. 전자회로    4. 물리전자공학    5. 전자계산기일반   - 실기 : 전자회로설계 및 응용④ 검정방법   - 필기 : 객관식 4지 택일형, 과목당 20문항(과목당 30분)   - 실기 : 작업형(6시간 30분정도)⑤ 합격기준   - 필기 : 100점을 만점으로 하여 과목당 40점 이상, 전과목 평균 60점이상   - 실기 : 100점을 만점으로 하여 60점 이상 "
전자기사,변천과정,1974년 전자기사1급으로 신설된 후 1999년 전자기사로 변경. 
전자기사,개요,전자산업은 기술인력의 연구개발을 통해 고부가가치를 창출할 수 있는 분야이므로 각종  전자기기를 설계·시공할 수 있는 전문인력 양성을 통해 우수한 기술인력을 확보하고 자 자격제도 제정. 
전자기사,수행직무,"전자에 관한 공학기초지식을 바탕으로 기술기초이론을 소지하고 전자기기 및 전자회로  설계업무 담당.  또한 부품가공 및 조립, 검사 등의 작업전반을 관리하며 부분적으로  기계기구의 설치와 보수작업을 수행. "
전자기사,실시기관 홈페이지,http://www.q-net.or.kr
전자기사,위 자격취득자에 대한 법령상 우대현황,▣ 경비업법 □ 동법 시행령 제3조 (허가신청 등)   ▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제7조 (원가계산을 할 때 단위당 가격의 기준)   ▣ 고등학교 졸업학력 검정고시 규칙  □ 동규칙 제12조 (과목면제)   ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청) ▣ 국외유학에 관한 규정 □ 동규정 제5조 (자비유학자격) ▣ 기술사법 □ 동법 시행령 제19조 (합동기술사사무소의 등록기준 등)▣ 국가과학기술 경쟁력강화를 위한 이공계지원특별법 □ 동법 시행령 제20조 (연구기획평가사의 자격시험)▣ 국가공무원법 □ 동법 제36조의2 (채용시험의 가점) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법 □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙 □ 동규칙 제26조 (취업승인) ▣ 기능대학법 □ 동법 시행령 제10조 (다기능기술자과정의 학생선발방법) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조(국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제21조 (근로자의 자율적 직업능력개발 지원)  □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률 □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법 □ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>) □ 동법 제39조 (전역보류) ▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등) ▣ 기술개발촉진법 □ 동법 시행령 제15조 (특정연구개발사업 참여기관 등의 기준)▣ 소방시설 설치 유지 및 안전관리에 관한 법률 □ 동법 시행령 제106조 (계약심의위원회의 구성)▣ 부품·소재전문기업 등의 육성에 관한 특별조치법 □ 동법 시행령 제14조 (부품·소재기술개발전문기업의 지원기준 등)  
전자부품장착기능사,위 자격취득자에 대한 법령상 우대현황,▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제13조 (원가계산을 할 때 단위당 가격의 기준)▣ 고등학교 졸업학력 검정고시 규칙  □ 동규칙 제12조 (과목면제)   ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청)▣ 국가공무원법 □ 동법 제36조의2 (채용시험의 가점) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법 □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙 □ 동규칙 제26조 (취업승인) ▣ 기능대학법 □ 동법 시행령 제10조 (다기능기술자과정의 학생선발방법) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조(국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제21조 (근로자의 자율적 직업능력개발 지원)  □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률 □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법 □ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>)▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등) ▣ 병역법 □ 동법 시행령 제81조 (농어업분야종사자의 산업기능요원 편입)▣ 농어촌발전특별조치법 □ 동법 시행규칙 제3조의9 (기계화영농사의 육성) ▣ 삭도 궤도법 □ 동법 시행규칙 제61조 (운전자의 지식·기능 등)  
전자부품장착기능사,취득방법,"① 시 행 처 : 한국산업인력공단 ② 관련학과 : 기계전자, 기계, 전자과 등 ③ 시험과목   - 필기 : 1.SMT 개론 2.전자기초 3.공압기초  - 실기 :  SMD 장비 프로그램 작성 및 SMT 실무작업④ 검정방법   - 필기 : 전과목 혼합, 객관식60문항(60분)  - 실기 : 작업형(4시간 정도)⑤ 합격기준   - 필기·실기 : 100점을 만점으로 하여 60점 이상 "
전자부품장착기능사,변천과정,2005년 신설 
전자부품장착기능사,개요,"SMT(Surface Mounted Technology)는 PCB(Printed Circuit Board) 구멍에 부품을 삽입하지 않고, PCB표면에 부품을 장착하여 솔더링(납땜)하는 기술로 IT분야의 성장에 따른 SMT 기술인력의 수요가 증가하고 있으나, 그에 따른 기술인력 부족으로 경영상 어려움을 겪고 있다는 관련 산업계의 요청에 따라 동 자격을 신설하게 됨 "
전자부품장착기능사,수행직무,"- 전자부품을 PCB 표면에 실장하는 In-Line 전체 장비 중 SMT 장비의 생산활동 및 SMT생산장비의    유지보수 관리업무를 수행하며 또한 생산에 필요한 품질관리, 생산관리, 생산에 필요한 자재관리    기초업무 수행 -  SMT 생산장비 운용 시 발생하는 각종 불량발생 해당 불량 원인분석 및 적절한 품질해결을 도출하여    해당 불량의 품질문제 해결을 수행하며 기초적인 SMT In-Line 전, 후 공정의 기본적인 기술 및    운용기본지식을 보유하여 SMT장비 생산 업무 수행"
전자부품장착기능사,진로 및 전망,"SMT 관련 제조업체나 산학협동 기업체의 생산라인 설계나 관리담당, SMT 장비제조 산업체 설계 및 생산관련 분야, SMT 제조업의 라인 작업자, 자동화 장비나 SMT In-Line 장비 판매 및 컨설턴트, 계측기기.자동화 산업.전자부품산업.통신시스템산업.PC나 가전산업의 설계 및 기술담당자로 활동 "
전자부품장착산업기사,실시기관명,한국산업인력공단 
전자부품장착산업기사,수행직무,"전자부품을 PCB표면에 실장하는 SMT In-Line 장비 전체에 대한 생산활       동, 생산장비유지보수, 관리업무 및 신규도입기기에 대한 사양검토, 설치, 시운전과 장비설치 가동 후부터 폐기시까지 장비전체의 성능관리업무 관장    - 생산에 필요한 품질관리, 생산성관리, 생산에 필요한 자재관리 기초업무 관장    - 생산 시 발생하는 각종 불량발생 원인분석 및 적절한 품질해결 방안을 도출하여 해당 불량의 품질문제 해결 및 장비 작업자의 기초 & 보수, 양성교육을 주관하여 SMT In-Line 전반적인 생산활동의 전과정 수행 "
전자부품장착산업기사,변천과정,2005년도 신설 
전자부품장착산업기사,위 자격취득자에 대한 법령상 우대현황,▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제7조 (원가계산을 할 때 단위당 가격의 기준)▣ 고등학교 졸업학력 검정고시 규칙  □ 동규칙 제12조 (과목면제)   ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청) ▣ 국외유학에 관한 규정 □ 동규정 제5조 (자비유학자격) ▣ 기술사법 □ 동법 시행령 제19조 (합동기술사사무소의 등록기준 등) ▣ 국가과학기술 경쟁력강화를 위한 이공계지원특별법 □ 동법 시행령 제20조(연구기획평가사의 자격시험)▣ 병역법 □ 동법 시행령 제81조(농어업분야종사자의 산업기능요원 편입)▣ 기술개발촉진법 □ 동법 시행령 제15조(특정연구개발사업 참여기관 등의 기준)▣ 소방시설 설치 유지 및 안전관리에 관한 법률 □ 동법 시행령 제106조(계약심의위원회의 구성)▣ 농어촌발전특별조치법 □ 동법 시행규칙 제3조의9(기계화영농사의 육성) ▣ 소음·진동규제법 □ 동법 시행규칙 제24조(환경기술인의 자격기준 등) ▣ 전기사업법 □ 동법 시행규칙 제42조 (전기안전관리자의 자격의 완화)  □ 동법 시행규칙 제43조(전기안전관리자의 직무대행자의 지정요건) □ 동법 제73조 (전기안전관리자의 선임 등)▣ 주차장법 □ 동법 시행령 제12조의4 (검사대행자의 지정 및 취소) ▣ 법원공무원규칙 □ 동규칙 제19조 (특별채용시험의 응시요건 등)  
전자부품장착산업기사,진로 및 전망,"SMT 관련 제조업체나 산학협동 기업체의 생산라인 설계나 관리담당, SMT 장비제조 산업체 설계및 생산관련 분야, SMT 제조업의 라인 관리자, 자동화 장비나 SMT In-Line 장비 판매 및 컨설턴트,계측기기.자동화 산업.전자부품산업.통신시스템산업.PC나 가전산업의 설계 및 기술담당자로 활동 "
전자부품장착산업기사,개요,"SMT(Surface Mounted Technology)는 PCB(Printed Circuit Board) 구멍에 부품을 삽입하지 않고,PCB표면에 부품을 장착하여 솔더링(납땜)하는 기술로 IT분야의 성장에 따른 SMT 기술인력의 수요가 증가하고 있으나, 그에 따른 기술인력 부족으로 경영상 어려움을 겪고 있다는 관련 산업계의 요청에 따라 동 자격을 신설하게 됨 "
전자부품장착산업기사,취득방법,"① 시 행 처 : 한국산업인력공단 ② 관련학과 : 전자패키징공학, 메카트로닉스공학, 기계공학                 자동화시스템공학, 기계전자공 등③ 시험과목   - 필기   1. SMT 공학   2. 솔더링 공학   3. 메카트로닉스   4. 공유압  - 실기 : SMD 장비 프로그램 작성 및 SMT 실무④ 검정방법   - 필기 : 객관식 4지 택일형, 과목당 20문항(과목당 30분)  - 실기 : 작업형(6시간 정도)⑤ 합격기준   - 필기 : 100점을 만점으로 하여 과목당 40점 이상, 전과목 평균 60점 이상   - 실기 : 100점을 만점으로 하여 60점 이상 "
전자부품장착산업기사,실시기관 홈페이지,http://www.q-net.or.kr
전자산업기사,실시기관 홈페이지,http://www.q-net.or.kr
전자산업기사,실시기관명,한국산업인력공단 
전자산업기사,진로 및 전망,"- 가전제품생산업체, 통신장비생산업체, 음향기기 및 방송장비 생산업체, 컴퓨터·사무   자동화기기관련장비 제조업체, 전자제품수리전문업체 등 전자제품이 이용되는 관련분   야로 진출할 수 있다. 또한 일부는 전동차, 비행기, 선박 등의 검사요원으로 활동하   기도 한다. - 우수한 자질을 가진 노동력이 풍부한 우리나라에서 전자산업의 발전가능성은 매우 크   며 전자산업기사 역시 여타의 전자관련 자격증과 마찬가지로 활동영역이 상당히 넓   은 편이다.  전자기술만 인정받으면 자격증을 취득하지 않더라도 취업은 가능하기는    하지만 공공기업체나 대기업에 취업하고자 한다면 자격증을 취득하는 것이 취업에 유   리하다.  또한 끊임없이 쏟아져 나오는 첨단기술에 대한 관심과 노력여부가 상위직으   로의 승진이나 취업, 그리고 관련분야로의 전직에 많은 영향을 미친다."
전자산업기사,취득방법,"① 시 행 처 : 한국산업인력공단② 관련학과 : 전문대학 및 대학의 전자공학, 전자물리학, 전자계산학, 전자전기공학                등 관련학과③ 시험과목    - 필기     1. 전자회로    2. 전기자기학 및 회로이론    3. 전자계산기일반    4. 전자계측   - 실기 : 전자회로설계 및 계측작업④ 검정방법   - 필기 : 객관식 4지 택일형, 과목당 20문항(과목당 30분)   - 실기 : 작업형(4시간정도)⑤ 합격기준   - 필기 : 100점을 만점으로 하여 과목당 40점이상, 전과목 평균60점이상   - 실기 : 100점을 만점으로 하여 60점 이상 "
전자산업기사,위 자격취득자에 대한 법령상 우대현황,▣ 경비업법□ 동법 시행령 제3조 (허가신청 등)  ▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제7조 (원가계산을 할 때 단위당 가격의 기준)▣ 고등학교 졸업학력 검정고시 규칙  □ 동규칙 제12조 (과목면제)   ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청) ▣ 국외유학에 관한 규정 □ 동규정 제5조 (자비유학자격) ▣ 기술사법 □ 동법 시행령 제19조 (합동기술사사무소의 등록기준 등) ▣ 국가과학기술 경쟁력강화를 위한 이공계지원특별법 □ 동법 시행령 제20조 (연구기획평가사의 자격시험)▣ 국가공무원법 □ 동법 제36조의2 (채용시험의 가점) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법 □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙 □ 동규칙 제26조 (취업승인) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조(국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률 □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법 □ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>)▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등) ▣ 기술개발촉진법 □ 동법 시행령 제15조 (특정연구개발사업 참여기관 등의 기준)▣ 소방시설 설치 유지 및 안전관리에 관한 법률 □ 동법 시행령 제106조 (계약심의위원회의 구성)▣ 주차장법 □ 동법 시행령 제12조의4 (검사대행자의 지정 및 취소) ▣ 통신비밀보호법 □ 동법 시행령 제28조(불법감청설비탐지업등록의 신청)▣ 항로표지법 □ 동법 시행령 제8조 (사설항로표지의 관리자 및 시설의 기준) □ 동법 시행규칙 제16조 (검사대행기관의 지정신청) 
전자산업기사,개요,"전자산업의 발전으로 각종 전자기기를 설계, 시공, 분석할 수 있는 전문인력의 양성이  시급함에 따라 우수한 기술인력을 확보하고자 자격제도 제정. "
전자산업기사,변천과정,"1974년 신설된 전자기사2급, 1995년 신설된 전자다기능기술자, 1983년 개정된 전자기기 기능사1급(1974년 신설된 전자기기기능사1급과 라디오텔레비기능사1급이 1983년에 통 합), 그리고 1989년 신설된 공업전자기기기능사1급이 1999년 전자산업기사로 등급통합. "
전자산업기사,수행직무,"전자에 관한 상급숙련기능을 소지하고 전자기기 및 기초적인 전자회로를 설계, 전자제 품 생산 및 관리 보수·수리작업담당.  또는 부품가공 및 조립, 검사 등의 작업전반을  관리. "
전자상거래관리사1급,수행직무,"인터넷 쇼핑몰 업체, 기업의 쇼핑몰, 정보통신업체, 유통업체, 서비스 업체 등에 속해 전자상거래 전반에 대한 관리 업무 수행. "
전자상거래관리사1급,개요,시간이 지날수록 급증하는 전자상거래 매출에 비교하여 전자상거래 전문 인력은 턱없이 부족한 현실을 감안해 전자상거래와 관련된 기획 및 관리업무를 총괄하는 인터넷 비즈 니스 전문가. 인터넷 이용이 급증하면서 이를 이용한 전자상거래업이 급속히 늘어나자 국가기술자격으로 추진되었음. 
전자상거래관리사1급,취득방법,"① 시 행 처   - 대한상공회의소 (☎ 02-2102-3600) ② 시험과목   - 필기 : 1. 전자상거래 기획             2. 전자상거래 운영 및 관리             3. 전자상거래 시스템 운영 및 관리            4. 전자상거래 관련법규   - 실기 : 면접 ③ 검정방법   - 필기(객관식), 실기(면접) ④ 합격기준   - 필기 : 매 과목 100점 만점에 과목당 40점 이상, 평균 60점 이상   - 실기 : 100점 만점에 60점 이상 ⑤ 응시자격    - 해당종목의 2급 자격 취득 후 해당실무에 3년이상 종사한 자.   - 해당실무에 5년이상 종사한 자   - 대학졸업 후 해당 실무에 3년이상 종사한 자   - 전문대학 졸업 후 해당실무에 4년이상 종사한 자 "
전자상거래관리사1급,실시기관명,대한상공회의소 
전자상거래관리사1급,위 자격취득자에 대한 법령상 우대현황,▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제49조 (원가계산을 할 때 단위당 가격의 기준) ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청) ▣ 국가공무원법 □ 동법 제36조의2 (채용시험의 가점) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법 □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙 □ 동규칙 제26조 (취업승인) ▣ 기능대학법 □ 동법 시행령 제10조 (다기능기술자과정의 학생선발방법) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조 (국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제21조 (근로자의 자율적 직업능력개발 지원)  □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률 □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법 □ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>)▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등)  
전자상거래관리사1급,진로 및 전망,"웹마스터나 정보검색사 등 기술 위주의 자격증과는 달리 아닌 물류, 마케팅 등 경영마인 드까지 갖춘 전문인력으로 전자상거래 활성화에 기여. "
전자상거래관리사1급,실시기관 홈페이지,license.korcham.net 
전자상거래관리사2급,개요,시간이 지날수록 급증하는 전자상거래 매출에 비교하여 전자상거래 전문 인력은 턱없이  부족한 현실을 감안해 전자상거래와 관련된 기획 및 관리업무를 총괄하는 인터넷 비즈 니스 전문가. 인터넷 이용이 급증하면서 이를 이용한 전자상거래업이 급속히 늘어나자  국가기술자격으로 추진되었음. 
전자상거래관리사2급,실시기관 홈페이지,license.korcham.net 
전자상거래관리사2급,실시기관명,대한상공회의소 
전자상거래관리사2급,수행직무,"인터넷 쇼핑몰 업체, 기업의 쇼핑몰, 정보통신업체, 유통업체, 서비스 업체 등에 속해 전자상거래 전반에 대한 관리 업무 수행. "
전자상거래관리사2급,위 자격취득자에 대한 법령상 우대현황,▣ 국가를 당사자로 하는 계약에 관한 법률 □ 동법 시행규칙 제49조 (원가계산을 할 때 단위당 가격의 기준) ▣ 교원자격검정령  □ 동령 시행규칙 제9조 (무시험검정의 신청) ▣ 국가공무원법 □ 동법 제36조의2 (채용시험의 가점) ▣ 국회인사규칙 □ 동규칙 제20조 (특별채용의 요건) ▣ 비상대비자원 관리법 □ 동법 제2조 (대상자원의 범위) ▣ 공직자윤리법의 시행에 관한 대법원규칙 □ 동규칙 제26조 (취업승인) ▣ 기능대학법 □ 동법 시행령 제10조 (다기능기술자과정의 학생선발방법) ▣ 국가기술자격법 □ 동법 제14조 (국가기술자격 취득자에 대한 우대)  □ 동법 시행령 제27조 (국가기술자격취득자의 취업 등에 대한 우대)  ▣ 근로자직업능력개발법 □ 동법 제21조 (근로자의 자율적 직업능력개발 지원)  □ 동법 제28조 (직업능력개발훈련교사의 자격취득) ▣ 지역균형개발 및 지방중소기업 육성에 관한 법률 □ 동법 제48조 (인력의 개발 및 지역정착)  □ 동법 시행령 제59조 (인력의 지역정착지원) ▣ 독학에 의한 학위취득에 관한 법률 □ 동법 시행령 제9조 (시험과목면제 대상) ▣ 석유 및 석유대체연료 사업법 □ 동법 시행규칙 제29조 (품질검사기관의 지정기준 및 절차) ▣ 군인사법 □ 동법 시행규칙 제14조 (부사관의 임용<개정 2001.5.19>)▣ 경찰공무원임용령 □ 동령 제16조 (특별채용의 요건) ▣ 지방자치단체를 당사자로 하는 계약에 관한 법률 □ 동법 시행령 제57조 (주민참여감독자의 자격)  □ 동법 시행령 제7조 (원가계산을 할 때 단위당 가격의 기준) ▣ 중소기업인력지원 특별법 □ 동법 제28조 (근로자의 창업지원 등)  
전자상거래관리사2급,취득방법,"① 시 행 처   - 대한상공회의소 (☎ 02-2102-3600) ② 시험과목   - 필기 : 1. 전자상거래 기획             2. 전자상거래 운영 및 관리             3. 전자상거래 시스템 운영 및 관리             4. 전자상거래 관련법규    - 실기 : 전자상거래 구축 기술  ③ 검정방법   - 필기(객관식), 실기((컴퓨터 작업형) ④ 합격기준   - 필기 : 매 과목 100점 만점에 과목당 40점 이상, 평균 60점 이상   - 실기 : 100점 만점에 60점 이상 ⑤ 응시자격    - 제한없음 "
전자상거래관리사2급,진로 및 전망,"웹마스터나 정보검색사 등 기술 위주의 자격증과는 달리 아닌 물류, 마케팅 등 경영마인 드까지 갖춘 전문인력으로 전자상거래 활성화에 기여. "
전자상거래운용사,개요,전자상거래에 대한 기초적인 지식과 기능을 가지고 전자상거래관리사의 업무를 보조할  수 있는 자로서 관련 분야의 업무를 수행할 수 있는 지식과 기능을 평가하는 국가기술 자격 시험임. 
